epoch,train_loss,valid_auc,valid_nll
1,0.6271,0.6055,0.6
2,0.5979,0.6196,0.5979
3,0.5873,0.6215,0.5965
4,0.5787,0.6263,0.5939
5,0.5715,0.6291,0.5926
6,0.5644,0.6258,0.5945
7,0.5576,0.6219,0.6014
8,0.5536,0.6173,0.6088
9,0.5516,0.6139,0.6122
10,0.5496,0.6123,0.614
11,0.5482,0.6114,0.6171
12,0.546,0.6047,0.6297
13,0.5462,0.6057,0.6263
14,0.5437,0.6098,0.6218
15,0.5408,0.6071,0.6285
