epoch,train_loss,valid_auc,valid_nll
1,0.6312,0.6049,0.6036
2,0.6008,0.6191,0.5935
3,0.5881,0.6295,0.5938
4,0.5792,0.6342,0.5938
5,0.5727,0.6314,0.5918
6,0.565,0.6307,0.5934
7,0.5588,0.6298,0.5954
8,0.5539,0.6293,0.5993
9,0.5503,0.6267,0.6029
10,0.5472,0.6188,0.6083
11,0.546,0.6092,0.6214
12,0.5496,0.6127,0.6288
13,0.5549,0.6135,0.625
14,0.5522,0.6075,0.6232
