epoch,train_loss,valid_auc,valid_nll
1,0.63,0.5976,0.6039
2,0.6003,0.6099,0.5927
3,0.5909,0.6145,0.5926
4,0.5849,0.6164,0.5941
5,0.5786,0.6168,0.5983
6,0.5731,0.6136,0.6027
7,0.5704,0.609,0.6047
8,0.5667,0.6067,0.603
9,0.5609,0.6089,0.6052
10,0.5564,0.6072,0.609
11,0.5541,0.6032,0.6216
12,0.5557,0.6001,0.6152
13,0.5517,0.602,0.6143
14,0.547,0.6031,0.6159
15,0.5431,0.6,0.6234
