epoch,train_loss,valid_auc,valid_nll
1,0.6296,0.5971,0.6038
2,0.6004,0.6098,0.5928
3,0.5914,0.6147,0.5923
4,0.5851,0.6178,0.5943
5,0.5797,0.6176,0.5977
6,0.5754,0.6087,0.6048
7,0.5732,0.6087,0.6006
8,0.5684,0.6047,0.6034
9,0.5628,0.6061,0.6051
10,0.5581,0.6011,0.6143
11,0.5561,0.5984,0.624
12,0.5575,0.5972,0.6152
13,0.5525,0.5981,0.6167
14,0.5488,0.5989,0.6209
