epoch,train_loss,valid_auc,valid_nll
1,0.6275,0.5969,0.6046
2,0.5999,0.6119,0.5916
3,0.5896,0.6185,0.5914
4,0.5826,0.6205,0.593
5,0.5758,0.6203,0.5963
6,0.57,0.6144,0.6042
7,0.5669,0.6134,0.604
8,0.5637,0.6142,0.6026
9,0.5578,0.615,0.6041
10,0.5525,0.6113,0.6112
11,0.5501,0.6107,0.6136
12,0.5473,0.6085,0.6136
13,0.5428,0.6089,0.6161
14,0.5408,0.6072,0.6191
