epoch,train_loss,valid_auc,valid_nll
1,0.63,0.5975,0.6039
2,0.6003,0.6099,0.5927
3,0.5909,0.6144,0.5926
4,0.5849,0.6163,0.5942
5,0.5787,0.6165,0.5986
6,0.5732,0.6132,0.6025
7,0.5703,0.6092,0.6044
8,0.5667,0.6068,0.603
9,0.5608,0.6083,0.6054
10,0.5566,0.6075,0.609
11,0.5538,0.6021,0.6232
12,0.5556,0.5997,0.6162
13,0.5514,0.6018,0.615
14,0.5464,0.6023,0.6167
15,0.5427,0.5987,0.6244
