epoch,train_loss,valid_auc,valid_nll
1,0.6278,0.5948,0.6058
2,0.6011,0.6113,0.5919
3,0.5906,0.6194,0.5909
4,0.5836,0.6276,0.5909
5,0.5768,0.6296,0.5929
6,0.5719,0.6212,0.6048
7,0.5715,0.6173,0.5994
8,0.5663,0.6166,0.5993
9,0.5597,0.618,0.6012
10,0.5551,0.6158,0.606
11,0.5527,0.6137,0.6106
12,0.551,0.6102,0.6113
13,0.5482,0.6092,0.6118
14,0.5456,0.6093,0.6148
15,0.5433,0.6066,0.6221
