epoch,train_loss,valid_auc,valid_nll
1,0.6306,0.5954,0.6055
2,0.6007,0.6093,0.5926
3,0.5901,0.6139,0.5926
4,0.584,0.615,0.5942
5,0.5772,0.618,0.5969
6,0.5702,0.6175,0.5987
7,0.5639,0.6133,0.6051
8,0.5601,0.6073,0.6175
9,0.5606,0.6032,0.612
10,0.5591,0.6067,0.609
11,0.5522,0.6079,0.6113
12,0.5471,0.606,0.6161
13,0.5438,0.6045,0.6234
14,0.5435,0.6015,0.6221
15,0.5408,0.6022,0.622
