epoch,train_loss,valid_auc,valid_nll
1,0.6338,0.6019,0.6076
2,0.6017,0.6168,0.5982
3,0.5884,0.6223,0.6003
4,0.5803,0.6234,0.6021
5,0.5748,0.6245,0.5978
6,0.5667,0.6237,0.5999
7,0.5611,0.6192,0.6034
8,0.556,0.6171,0.6079
9,0.552,0.6129,0.6144
10,0.5504,0.6076,0.6209
11,0.5492,0.6011,0.6344
12,0.5516,0.5991,0.6345
13,0.5518,0.5986,0.63
14,0.5497,0.6056,0.6261
15,0.545,0.606,0.6273
