epoch,train_loss,valid_auc,valid_nll
1,0.6315,0.6076,0.6072
2,0.6012,0.618,0.6015
3,0.5875,0.6262,0.6046
4,0.5803,0.6321,0.6008
5,0.5726,0.635,0.5992
6,0.565,0.6323,0.6037
7,0.5591,0.6266,0.6088
8,0.5556,0.6206,0.6175
9,0.5537,0.6157,0.6285
10,0.5542,0.6185,0.6239
11,0.5524,0.6142,0.6256
12,0.5489,0.6174,0.6269
13,0.5449,0.6168,0.6273
14,0.5416,0.6133,0.6335
15,0.5405,0.6103,0.6395
