epoch,train_loss,valid_auc,valid_nll
1,0.6336,0.6021,0.6088
2,0.6008,0.6199,0.6014
3,0.5879,0.6333,0.5964
4,0.578,0.6398,0.5962
5,0.5706,0.6352,0.6021
6,0.5653,0.6291,0.609
7,0.5611,0.6242,0.6134
8,0.5572,0.6219,0.615
9,0.554,0.6201,0.6176
10,0.5509,0.6172,0.6214
11,0.5489,0.6184,0.6248
12,0.5459,0.617,0.6281
13,0.5433,0.6083,0.6346
14,0.5414,0.6077,0.6391
