epoch,train_loss,valid_auc,valid_nll
1,0.5981,0.6595,0.5873
2,0.5866,0.6651,0.5841
3,0.5848,0.666,0.5835
4,0.5841,0.6661,0.5835
5,0.5838,0.6671,0.583
6,0.5834,0.6673,0.5829
7,0.583,0.6672,0.5829
8,0.5829,0.6676,0.5827
9,0.5825,0.6673,0.5828
10,0.5824,0.6671,0.583
11,0.5824,0.6672,0.5829
12,0.5821,0.6672,0.583
13,0.5821,0.6671,0.5832
14,0.5821,0.6674,0.583
15,0.5818,0.6673,0.5833
16,0.5818,0.6675,0.5831
17,0.5816,0.6671,0.5833
18,0.5814,0.6676,0.5831
