epoch,train_loss,valid_auc,valid_nll
1,0.6307,0.6216,0.6045
2,0.6008,0.643,0.5951
3,0.5938,0.6515,0.5903
4,0.5903,0.6576,0.5877
5,0.5877,0.6606,0.5865
6,0.5861,0.6633,0.585
7,0.5848,0.6649,0.584
8,0.5843,0.665,0.5839
9,0.584,0.6648,0.5838
10,0.5838,0.6659,0.5834
11,0.5839,0.6672,0.5828
12,0.5833,0.6668,0.5831
13,0.5828,0.6677,0.5828
14,0.5826,0.6681,0.5825
15,0.5825,0.6678,0.5826
16,0.5825,0.6679,0.5824
17,0.5825,0.668,0.5824
