epoch,train_loss,valid_auc,valid_nll
1,0.6302,0.6225,0.6042
2,0.6009,0.6431,0.5948
3,0.5931,0.6535,0.5895
4,0.5898,0.6577,0.5876
5,0.5876,0.6621,0.5857
6,0.5858,0.6627,0.585
7,0.5853,0.6649,0.5839
8,0.5845,0.6655,0.5837
9,0.5837,0.6665,0.5834
10,0.5834,0.6665,0.5832
11,0.5832,0.6669,0.583
12,0.5832,0.6669,0.5832
13,0.5833,0.6672,0.583
14,0.5832,0.6674,0.583
15,0.5828,0.6675,0.5832
16,0.5826,0.6673,0.5833
17,0.5826,0.6671,0.5836
