epoch,train_loss,valid_auc,valid_nll
1,0.6342,0.596,0.6093
2,0.6036,0.6115,0.5964
3,0.5921,0.6134,0.5975
4,0.5857,0.6185,0.5972
5,0.5784,0.6207,0.5982
6,0.5713,0.6165,0.603
7,0.5662,0.6124,0.6106
8,0.5633,0.6108,0.6132
9,0.5622,0.6094,0.6089
10,0.5564,0.6099,0.6124
11,0.552,0.6089,0.6144
12,0.5483,0.6045,0.6248
13,0.548,0.6029,0.6235
14,0.5449,0.6029,0.623
15,0.5421,0.6,0.6285
