epoch,train_loss,valid_auc,valid_nll
1,0.6328,0.6026,0.6046
2,0.6018,0.6109,0.5964
3,0.5918,0.6174,0.5959
4,0.5842,0.6194,0.5972
5,0.5763,0.6151,0.6012
6,0.5707,0.6142,0.6064
7,0.5666,0.6077,0.6123
8,0.5642,0.6084,0.6085
9,0.5586,0.6073,0.6113
10,0.5528,0.6071,0.6146
11,0.5491,0.6033,0.6238
12,0.5483,0.6026,0.6249
13,0.5453,0.6025,0.6235
14,0.5421,0.6006,0.6257
