epoch,train_loss,valid_auc,valid_nll
1,0.6312,0.6,0.608
2,0.6046,0.607,0.5976
3,0.5938,0.6125,0.5968
4,0.5869,0.617,0.597
5,0.5798,0.6187,0.5996
6,0.5737,0.6177,0.6013
7,0.5685,0.6125,0.6093
8,0.5663,0.6096,0.6111
9,0.5652,0.6062,0.6099
10,0.5599,0.6081,0.613
11,0.5559,0.6048,0.6194
12,0.5525,0.6023,0.6208
13,0.5494,0.6022,0.6207
14,0.5458,0.6012,0.624
15,0.5446,0.6003,0.629
