epoch,train_loss,valid_auc,valid_nll
1,0.6331,0.5993,0.607
2,0.603,0.6124,0.5961
3,0.5935,0.6141,0.5969
4,0.5875,0.6169,0.5971
5,0.5801,0.6195,0.5997
6,0.5741,0.6148,0.604
7,0.5696,0.6093,0.6184
8,0.5698,0.6079,0.6079
9,0.5655,0.6115,0.6066
10,0.5593,0.611,0.6094
11,0.5545,0.6059,0.6186
12,0.5528,0.6051,0.6238
13,0.5527,0.6019,0.62
14,0.5483,0.6052,0.6213
15,0.5442,0.6031,0.6262
