epoch,train_loss,valid_auc,valid_nll
1,0.6309,0.6005,0.6109
2,0.6024,0.6131,0.6016
3,0.5925,0.6169,0.6013
4,0.5862,0.6173,0.6026
5,0.58,0.6152,0.6055
6,0.5741,0.6166,0.6085
7,0.569,0.6166,0.6105
8,0.5644,0.6093,0.6166
9,0.5606,0.6095,0.6182
10,0.5572,0.6112,0.6182
11,0.5538,0.6093,0.6218
12,0.5495,0.6039,0.6267
13,0.5476,0.6044,0.6296
14,0.5455,0.6027,0.6318
