epoch,train_loss,valid_auc,valid_nll
1,0.6322,0.6035,0.608
2,0.6006,0.617,0.6002
3,0.591,0.6202,0.5995
4,0.5836,0.6229,0.6004
5,0.5768,0.6219,0.604
6,0.57,0.621,0.6112
7,0.568,0.6118,0.6121
8,0.5647,0.6125,0.6131
9,0.5575,0.6127,0.6163
10,0.5523,0.6083,0.6217
11,0.5494,0.6091,0.627
12,0.5489,0.6041,0.6264
13,0.544,0.6018,0.6306
14,0.541,0.6044,0.6326
