epoch,train_loss,valid_auc,valid_nll
1,0.6309,0.6005,0.6109
2,0.6025,0.6131,0.6016
3,0.5925,0.617,0.6013
4,0.5862,0.6172,0.6026
5,0.58,0.6155,0.6053
6,0.5739,0.6175,0.6082
7,0.5688,0.617,0.6104
8,0.5641,0.611,0.6161
9,0.5601,0.6124,0.6184
10,0.5572,0.6092,0.6201
11,0.554,0.6074,0.622
12,0.5507,0.6078,0.6268
13,0.5495,0.6059,0.6286
14,0.5464,0.597,0.6384
15,0.5469,0.5998,0.6401
16,0.5458,0.6015,0.6348
