epoch,train_loss,valid_auc,valid_nll
1,0.6275,0.6089,0.6087
2,0.6014,0.6185,0.6005
3,0.5914,0.6291,0.5974
4,0.5837,0.6347,0.5959
5,0.5765,0.6347,0.5984
6,0.572,0.6295,0.6088
7,0.572,0.6215,0.6048
8,0.5659,0.6258,0.6054
9,0.5591,0.6217,0.6085
10,0.5542,0.6178,0.6145
11,0.5518,0.6156,0.6182
12,0.55,0.6127,0.6185
13,0.5459,0.6122,0.6227
14,0.5429,0.6098,0.6264
