epoch,train_loss,valid_auc,valid_nll
1,0.6309,0.6025,0.6098
2,0.6016,0.6143,0.6014
3,0.5919,0.6163,0.6015
4,0.586,0.6182,0.6021
5,0.5797,0.6185,0.6035
6,0.5728,0.6198,0.6058
7,0.5668,0.6186,0.6082
8,0.5621,0.6118,0.621
9,0.5634,0.605,0.6179
10,0.5595,0.6099,0.618
11,0.553,0.6098,0.6202
12,0.5485,0.6056,0.6278
13,0.5485,0.5996,0.6321
14,0.5467,0.6021,0.6301
15,0.5431,0.6046,0.6326
16,0.5402,0.6023,0.6353
