epoch,train_loss,valid_auc,valid_nll
1,0.6275,0.6089,0.6087
2,0.6014,0.6185,0.6005
3,0.5913,0.6291,0.5974
4,0.5837,0.6347,0.5959
5,0.5765,0.6348,0.5983
6,0.5719,0.6298,0.6084
7,0.5718,0.6225,0.6046
8,0.566,0.626,0.6052
9,0.5592,0.6228,0.6081
10,0.5546,0.6181,0.614
11,0.5518,0.6178,0.6158
12,0.5488,0.6147,0.6177
13,0.5444,0.614,0.6215
14,0.5418,0.6115,0.6254
