epoch,train_loss,valid_auc,valid_nll
1,0.6271,0.6088,0.6084
2,0.602,0.6175,0.6007
3,0.5921,0.6263,0.598
4,0.5849,0.6324,0.597
5,0.5777,0.6316,0.5999
6,0.5724,0.6286,0.6049
7,0.5693,0.6234,0.6036
8,0.5628,0.6219,0.6081
9,0.5577,0.6189,0.6113
10,0.5539,0.6147,0.618
11,0.5523,0.6151,0.62
12,0.5502,0.6134,0.6211
13,0.5465,0.6104,0.6245
14,0.5435,0.6116,0.6266
