epoch,train_loss,valid_auc,valid_nll
1,0.632,0.6028,0.6081
2,0.6008,0.6176,0.6001
3,0.5918,0.6211,0.5999
4,0.5846,0.624,0.6012
5,0.5782,0.6238,0.6025
6,0.5719,0.6246,0.6042
7,0.5656,0.6241,0.6065
8,0.5608,0.6195,0.611
9,0.5572,0.6159,0.615
10,0.5532,0.614,0.6177
11,0.5506,0.6125,0.6217
12,0.5481,0.6089,0.6265
13,0.5464,0.6093,0.6314
14,0.5443,0.6085,0.637
15,0.5448,0.6096,0.6321
16,0.5417,0.6062,0.6357
