epoch,train_loss,valid_auc,valid_nll
1,0.6283,0.6089,0.6085
2,0.6007,0.6195,0.6002
3,0.5908,0.6258,0.5983
4,0.5826,0.6298,0.5982
5,0.5751,0.6304,0.6002
6,0.5682,0.626,0.6066
7,0.5655,0.6201,0.6109
8,0.5632,0.6175,0.6108
9,0.5567,0.6167,0.6149
10,0.552,0.6143,0.6187
11,0.5484,0.6114,0.6262
12,0.5475,0.6116,0.6248
13,0.5443,0.6092,0.6274
14,0.5415,0.6082,0.6302
15,0.5387,0.6056,0.6373
