epoch,train_loss,valid_auc,valid_nll
1,0.6318,0.6013,0.6099
2,0.6022,0.6157,0.6008
3,0.5928,0.6188,0.6007
4,0.5854,0.6228,0.6009
5,0.5785,0.6239,0.6021
6,0.5718,0.6218,0.6056
7,0.5662,0.622,0.6085
8,0.5611,0.6207,0.6142
9,0.5593,0.6133,0.6165
10,0.5563,0.6117,0.6181
11,0.553,0.6105,0.622
12,0.5506,0.6096,0.6236
13,0.5473,0.6069,0.6317
14,0.5463,0.605,0.6321
15,0.5448,0.6044,0.6327
