dataset,fold,seed,backbone,candidate,test_auc,valid_auc
junyi,1,3407,bkt,sparse_aware_relation_gated,0.6064,0.6111
junyi,1,42,dkt,no_graph,0.6592,0.6663
junyi,1,42,dkt,e_pre,0.6605,0.6677
junyi,1,42,dkt,e_pre_e_sim,0.6598,0.6672
junyi,1,42,dkt,full_lc_mrsg,0.6596,0.6672
junyi,1,42,dkt,relation_gated_1,0.6594,0.6667
junyi,1,42,dkt,relation_gated_2,0.657,0.6657
junyi,1,42,dkt,val_selected_static,0.6605,0.6677
junyi,1,42,dkt,relation_gated,0.6605,0.6677
junyi,1,42,dkt,sparse_aware_relation_gated,0.6607,0.669
junyi,1,2024,dkt,no_graph,0.6576,0.6655
junyi,1,2024,dkt,e_pre,0.6572,0.6647
junyi,1,2024,dkt,e_pre_e_sim,0.6587,0.6662
junyi,1,2024,dkt,full_lc_mrsg,0.6582,0.6657
junyi,1,2024,dkt,relation_gated_1,0.6572,0.666
junyi,1,2024,dkt,relation_gated_2,0.6591,0.667
junyi,1,2024,dkt,val_selected_static,0.6576,0.6655
junyi,1,2024,dkt,relation_gated,0.6591,0.667
junyi,1,2024,dkt,sparse_aware_relation_gated,0.6591,0.667
junyi,1,3407,dkt,no_graph,0.6598,0.6655
junyi,1,3407,dkt,e_pre,0.6597,0.6657
junyi,1,3407,dkt,e_pre_e_sim,0.6587,0.6656
junyi,1,3407,dkt,full_lc_mrsg,0.6594,0.6672
junyi,1,3407,dkt,relation_gated_1,0.6573,0.667
junyi,1,3407,dkt,relation_gated_2,0.659,0.6663
junyi,1,3407,dkt,val_selected_static,0.6594,0.6672
junyi,1,3407,dkt,relation_gated,0.6594,0.6672
junyi,1,3407,dkt,sparse_aware_relation_gated,0.6592,0.6672
junyi,1,42,simplekt,no_graph,0.6619,0.6692
junyi,1,42,simplekt,e_pre,0.6607,0.6671
junyi,1,42,simplekt,e_pre_e_sim,0.662,0.6684
junyi,1,42,simplekt,full_lc_mrsg,0.6617,0.6685
junyi,1,42,simplekt,relation_gated_1,0.662,0.6683
junyi,1,42,simplekt,relation_gated_2,0.6624,0.6691
junyi,1,42,simplekt,val_selected_static,0.6617,0.6685
junyi,1,42,simplekt,relation_gated,0.6617,0.6685
junyi,1,42,simplekt,sparse_aware_relation_gated,0.6621,0.6692
junyi,1,2024,simplekt,no_graph,0.6618,0.6677
junyi,1,2024,simplekt,e_pre,0.6622,0.669
junyi,1,2024,simplekt,e_pre_e_sim,0.662,0.6682
junyi,1,2024,simplekt,full_lc_mrsg,0.6616,0.668
junyi,1,2024,simplekt,relation_gated_1,0.6624,0.6686
junyi,1,2024,simplekt,relation_gated_2,0.6613,0.6682
junyi,1,2024,simplekt,val_selected_static,0.6622,0.669
junyi,1,2024,simplekt,relation_gated,0.6622,0.669
junyi,1,2024,simplekt,sparse_aware_relation_gated,0.6628,0.669
junyi,1,3407,simplekt,no_graph,0.6612,0.6674
junyi,1,3407,simplekt,e_pre,0.6618,0.6683
junyi,1,3407,simplekt,e_pre_e_sim,0.6614,0.6688
junyi,1,3407,simplekt,full_lc_mrsg,0.6613,0.6678
junyi,1,3407,simplekt,relation_gated_1,0.6618,0.6676
junyi,1,3407,simplekt,relation_gated_2,0.6616,0.6683
junyi,1,3407,simplekt,val_selected_static,0.6614,0.6688
junyi,1,3407,simplekt,relation_gated,0.6614,0.6688
junyi,1,3407,simplekt,sparse_aware_relation_gated,0.6614,0.6688
junyi,1,42,gikt,no_graph,0.6574,0.6652
junyi,1,42,gikt,e_pre,0.6568,0.6646
junyi,1,42,gikt,e_pre_e_sim,0.6589,0.6668
junyi,1,42,gikt,full_lc_mrsg,0.659,0.6673
junyi,1,42,gikt,relation_gated_1,0.657,0.6666
junyi,1,42,gikt,relation_gated_2,0.6585,0.6665
junyi,1,42,gikt,val_selected_static,0.659,0.6673
junyi,1,42,gikt,relation_gated,0.659,0.6673
junyi,1,42,gikt,sparse_aware_relation_gated,0.659,0.6668
junyi,1,2024,gikt,no_graph,0.6593,0.6665
junyi,1,2024,gikt,e_pre,0.6576,0.6659
junyi,1,2024,gikt,e_pre_e_sim,0.6579,0.6665
junyi,1,2024,gikt,full_lc_mrsg,0.6584,0.6659
junyi,1,2024,gikt,relation_gated_1,0.6602,0.6674
junyi,1,2024,gikt,relation_gated_2,0.6574,0.6658
junyi,1,2024,gikt,val_selected_static,0.6593,0.6665
junyi,1,2024,gikt,relation_gated,0.6593,0.6665
junyi,1,2024,gikt,sparse_aware_relation_gated,0.6589,0.6665
junyi,1,3407,gikt,no_graph,0.6579,0.6645
junyi,1,3407,gikt,e_pre,0.6595,0.6678
junyi,1,3407,gikt,e_pre_e_sim,0.6566,0.6648
junyi,1,3407,gikt,full_lc_mrsg,0.6579,0.6662
junyi,1,3407,gikt,relation_gated_1,0.6587,0.6674
junyi,1,3407,gikt,relation_gated_2,0.6532,0.6626
junyi,1,3407,gikt,val_selected_static,0.6595,0.6678
junyi,1,3407,gikt,relation_gated,0.6587,0.6674
junyi,1,3407,gikt,sparse_aware_relation_gated,0.6587,0.6678
junyi,1,42,skt,no_graph,0.6627,0.6692
junyi,1,42,skt,e_pre,0.6614,0.6675
junyi,1,42,skt,e_pre_e_sim,0.6621,0.6685
junyi,1,42,skt,full_lc_mrsg,0.6624,0.6688
junyi,1,42,skt,relation_gated_1,0.6622,0.669
junyi,1,42,skt,relation_gated_2,0.6614,0.6683
junyi,1,42,skt,val_selected_static,0.6627,0.6692
junyi,1,42,skt,relation_gated,0.6627,0.6692
junyi,1,42,skt,sparse_aware_relation_gated,0.6624,0.6692
junyi,1,2024,skt,no_graph,0.6605,0.6674
junyi,1,2024,skt,e_pre,0.662,0.6685
junyi,1,2024,skt,e_pre_e_sim,0.6611,0.6663
junyi,1,2024,skt,full_lc_mrsg,0.6608,0.6686
junyi,1,2024,skt,relation_gated_1,0.6609,0.6679
junyi,1,2024,skt,relation_gated_2,0.6614,0.6684
junyi,1,2024,skt,val_selected_static,0.662,0.6685
junyi,1,2024,skt,relation_gated,0.662,0.6685
junyi,1,2024,skt,sparse_aware_relation_gated,0.6622,0.6685
junyi,1,3407,skt,no_graph,0.6625,0.6687
junyi,1,3407,skt,e_pre,0.6606,0.6658
junyi,1,3407,skt,e_pre_e_sim,0.6629,0.6685
junyi,1,3407,skt,full_lc_mrsg,0.662,0.6682
junyi,1,3407,skt,relation_gated_1,0.6612,0.6678
junyi,1,3407,skt,relation_gated_2,0.661,0.6676
junyi,1,3407,skt,val_selected_static,0.6625,0.6687
junyi,1,3407,skt,relation_gated,0.6625,0.6687
junyi,1,3407,skt,sparse_aware_relation_gated,0.6628,0.6701
junyi,2,42,bkt,no_graph,0.6122,0.6046
junyi,2,42,bkt,e_pre,0.6133,0.6058
junyi,2,42,bkt,e_pre_e_sim,0.6133,0.6058
junyi,2,42,bkt,full_lc_mrsg,0.6183,0.61
junyi,2,42,bkt,relation_gated_1,0.6156,0.6081
junyi,2,42,bkt,relation_gated_2,0.6133,0.6058
junyi,2,42,bkt,val_selected_static,0.6183,0.61
junyi,2,42,bkt,relation_gated,0.6183,0.61
junyi,2,42,bkt,sparse_aware_relation_gated,0.6183,0.61
junyi,2,2024,bkt,no_graph,0.6122,0.6046
junyi,2,2024,bkt,e_pre,0.6133,0.6058
junyi,2,2024,bkt,e_pre_e_sim,0.6133,0.6058
junyi,2,2024,bkt,full_lc_mrsg,0.6183,0.61
junyi,2,2024,bkt,relation_gated_1,0.6156,0.6081
junyi,2,2024,bkt,relation_gated_2,0.6133,0.6058
junyi,2,2024,bkt,val_selected_static,0.6183,0.61
junyi,2,2024,bkt,relation_gated,0.6183,0.61
junyi,2,2024,bkt,sparse_aware_relation_gated,0.6183,0.61
junyi,2,3407,bkt,no_graph,0.6122,0.6046
junyi,2,3407,bkt,e_pre,0.6133,0.6058
junyi,2,3407,bkt,e_pre_e_sim,0.6133,0.6058
junyi,2,3407,bkt,full_lc_mrsg,0.6183,0.61
junyi,2,3407,bkt,relation_gated_1,0.6156,0.6081
junyi,2,3407,bkt,relation_gated_2,0.6133,0.6058
junyi,2,3407,bkt,val_selected_static,0.6183,0.61
junyi,2,3407,bkt,relation_gated,0.6183,0.61
junyi,2,3407,bkt,sparse_aware_relation_gated,0.6183,0.61
junyi,2,42,dkt,no_graph,0.6711,0.6631
junyi,2,42,dkt,e_pre,0.6717,0.6648
junyi,2,42,dkt,e_pre_e_sim,0.6695,0.6608
junyi,2,42,dkt,full_lc_mrsg,0.6709,0.6634
junyi,2,42,dkt,relation_gated_1,0.6724,0.6644
junyi,2,42,dkt,relation_gated_2,0.6677,0.6607
junyi,2,42,dkt,val_selected_static,0.6717,0.6648
junyi,2,42,dkt,relation_gated,0.6717,0.6648
junyi,2,42,dkt,sparse_aware_relation_gated,0.6717,0.6648
junyi,2,2024,dkt,no_graph,0.6704,0.6634
junyi,2,2024,dkt,e_pre,0.6698,0.6627
junyi,2,2024,dkt,e_pre_e_sim,0.6698,0.6618
junyi,2,2024,dkt,full_lc_mrsg,0.6694,0.6615
junyi,2,2024,dkt,relation_gated_1,0.669,0.6607
junyi,2,2024,dkt,relation_gated_2,0.671,0.6631
junyi,2,2024,dkt,val_selected_static,0.6704,0.6634
junyi,2,2024,dkt,relation_gated,0.6704,0.6634
junyi,2,2024,dkt,sparse_aware_relation_gated,0.6716,0.6634
junyi,2,3407,dkt,no_graph,0.6705,0.6624
junyi,2,3407,dkt,e_pre,0.6714,0.6637
junyi,2,3407,dkt,e_pre_e_sim,0.6699,0.6617
junyi,2,3407,dkt,full_lc_mrsg,0.6697,0.6623
junyi,2,3407,dkt,relation_gated_1,0.67,0.6623
junyi,2,3407,dkt,relation_gated_2,0.6709,0.663
junyi,2,3407,dkt,val_selected_static,0.6714,0.6637
junyi,2,3407,dkt,relation_gated,0.6714,0.6637
junyi,2,3407,dkt,sparse_aware_relation_gated,0.671,0.6637
junyi,2,42,simplekt,no_graph,0.6737,0.6657
junyi,2,42,simplekt,e_pre,0.6734,0.6655
junyi,2,42,simplekt,e_pre_e_sim,0.6732,0.6651
junyi,2,42,simplekt,full_lc_mrsg,0.6733,0.6652
junyi,2,42,simplekt,relation_gated_1,0.6725,0.6639
junyi,2,42,simplekt,relation_gated_2,0.6741,0.6658
junyi,2,42,simplekt,val_selected_static,0.6734,0.6655
junyi,2,42,simplekt,relation_gated,0.6741,0.6658
junyi,2,42,simplekt,sparse_aware_relation_gated,0.6741,0.6657
junyi,2,2024,simplekt,no_graph,0.6741,0.6664
junyi,2,2024,simplekt,e_pre,0.6731,0.6648
junyi,2,2024,simplekt,e_pre_e_sim,0.6729,0.665
junyi,2,2024,simplekt,full_lc_mrsg,0.6741,0.6658
junyi,2,2024,simplekt,relation_gated_1,0.6737,0.666
junyi,2,2024,simplekt,relation_gated_2,0.673,0.6648
junyi,2,2024,simplekt,val_selected_static,0.6741,0.6664
junyi,2,2024,simplekt,relation_gated,0.6741,0.6664
junyi,2,2024,simplekt,sparse_aware_relation_gated,0.6741,0.6664
junyi,2,3407,simplekt,no_graph,0.6734,0.6646
junyi,2,3407,simplekt,e_pre,0.6739,0.6654
junyi,2,3407,simplekt,e_pre_e_sim,0.6747,0.6663
junyi,2,3407,simplekt,full_lc_mrsg,0.673,0.6648
junyi,2,3407,simplekt,relation_gated_1,0.6737,0.6652
junyi,2,3407,simplekt,relation_gated_2,0.6737,0.6648
junyi,2,3407,simplekt,val_selected_static,0.6747,0.6663
junyi,2,3407,simplekt,relation_gated,0.6747,0.6663
junyi,2,3407,simplekt,sparse_aware_relation_gated,0.6747,0.6663
junyi,2,42,gikt,no_graph,0.6691,0.6621
junyi,2,42,gikt,e_pre,0.6679,0.6599
junyi,2,42,gikt,e_pre_e_sim,0.6698,0.6628
junyi,2,42,gikt,full_lc_mrsg,0.671,0.6628
junyi,2,42,gikt,relation_gated_1,0.6681,0.6596
junyi,2,42,gikt,relation_gated_2,0.6708,0.6634
junyi,2,42,gikt,val_selected_static,0.671,0.6628
junyi,2,42,gikt,relation_gated,0.6708,0.6634
junyi,2,42,gikt,sparse_aware_relation_gated,0.6707,0.6634
junyi,2,2024,gikt,no_graph,0.6713,0.6642
junyi,2,2024,gikt,e_pre,0.6691,0.6618
junyi,2,2024,gikt,e_pre_e_sim,0.6711,0.663
junyi,2,2024,gikt,full_lc_mrsg,0.6702,0.6625
junyi,2,2024,gikt,relation_gated_1,0.6699,0.6626
junyi,2,2024,gikt,relation_gated_2,0.6711,0.6632
junyi,2,2024,gikt,val_selected_static,0.6713,0.6642
junyi,2,2024,gikt,relation_gated,0.6713,0.6642
junyi,2,2024,gikt,sparse_aware_relation_gated,0.672,0.6642
junyi,2,3407,gikt,no_graph,0.6695,0.6623
junyi,2,3407,gikt,e_pre,0.6716,0.6629
junyi,2,3407,gikt,e_pre_e_sim,0.6682,0.6617
junyi,2,3407,gikt,full_lc_mrsg,0.6702,0.6631
junyi,2,3407,gikt,relation_gated_1,0.671,0.6637
junyi,2,3407,gikt,relation_gated_2,0.67,0.6629
junyi,2,3407,gikt,val_selected_static,0.6716,0.6629
junyi,2,3407,gikt,relation_gated,0.671,0.6637
junyi,2,3407,gikt,sparse_aware_relation_gated,0.6703,0.6637
junyi,2,42,skt,no_graph,0.6743,0.6656
junyi,2,42,skt,e_pre,0.6733,0.6641
junyi,2,42,skt,e_pre_e_sim,0.6736,0.6656
junyi,2,42,skt,full_lc_mrsg,0.6735,0.6645
junyi,2,42,skt,relation_gated_1,0.6729,0.6649
junyi,2,42,skt,relation_gated_2,0.6737,0.6655
junyi,2,42,skt,val_selected_static,0.6743,0.6656
junyi,2,42,skt,relation_gated,0.6743,0.6656
junyi,2,42,skt,sparse_aware_relation_gated,0.6731,0.6656
junyi,2,2024,skt,no_graph,0.6734,0.6651
junyi,2,2024,skt,e_pre,0.6745,0.6661
junyi,2,2024,skt,e_pre_e_sim,0.6725,0.6647
junyi,2,2024,skt,full_lc_mrsg,0.6734,0.6654
junyi,2,2024,skt,relation_gated_1,0.6734,0.6653
junyi,2,2024,skt,relation_gated_2,0.6744,0.6662
junyi,2,2024,skt,val_selected_static,0.6734,0.6654
junyi,2,2024,skt,relation_gated,0.6744,0.6662
junyi,2,2024,skt,sparse_aware_relation_gated,0.6744,0.6662
junyi,2,3407,skt,no_graph,0.6734,0.6657
junyi,2,3407,skt,e_pre,0.6735,0.6647
junyi,2,3407,skt,e_pre_e_sim,0.6737,0.6656
junyi,2,3407,skt,full_lc_mrsg,0.6723,0.6639
junyi,2,3407,skt,relation_gated_1,0.6733,0.6646
junyi,2,3407,skt,relation_gated_2,0.6742,0.6659
junyi,2,3407,skt,val_selected_static,0.6734,0.6657
junyi,2,3407,skt,relation_gated,0.6742,0.6659
junyi,2,3407,skt,sparse_aware_relation_gated,0.6742,0.6657
kdd2010,0,42,bkt,no_graph,0.7241,0.7311
kdd2010,0,42,bkt,e_pre,0.7241,0.7311
kdd2010,0,42,bkt,e_pre_e_sim,0.7252,0.732
kdd2010,0,42,bkt,full_lc_mrsg,0.7241,0.731
kdd2010,0,42,bkt,relation_gated_1,0.7241,0.731
kdd2010,0,42,bkt,relation_gated_2,0.7252,0.732
kdd2010,0,42,bkt,val_selected_static,0.7252,0.732
kdd2010,0,42,bkt,relation_gated,0.7252,0.732
kdd2010,0,42,bkt,sparse_aware_relation_gated,0.7252,0.7311
kdd2010,0,2024,bkt,no_graph,0.7241,0.7311
kdd2010,0,2024,bkt,e_pre,0.7241,0.7311
kdd2010,0,2024,bkt,e_pre_e_sim,0.7252,0.732
kdd2010,0,2024,bkt,full_lc_mrsg,0.7241,0.731
kdd2010,0,2024,bkt,relation_gated_1,0.7241,0.731
kdd2010,0,2024,bkt,relation_gated_2,0.7252,0.732
kdd2010,0,2024,bkt,val_selected_static,0.7252,0.732
kdd2010,0,2024,bkt,relation_gated,0.7252,0.732
kdd2010,0,2024,bkt,sparse_aware_relation_gated,0.7252,0.7311
kdd2010,0,3407,bkt,no_graph,0.7241,0.7311
kdd2010,0,3407,bkt,e_pre,0.7241,0.7311
kdd2010,0,3407,bkt,e_pre_e_sim,0.7252,0.732
kdd2010,0,3407,bkt,full_lc_mrsg,0.7241,0.731
kdd2010,0,3407,bkt,relation_gated_1,0.7241,0.731
kdd2010,0,3407,bkt,relation_gated_2,0.7252,0.732
kdd2010,0,3407,bkt,val_selected_static,0.7252,0.732
kdd2010,0,3407,bkt,relation_gated,0.7252,0.732
kdd2010,0,3407,bkt,sparse_aware_relation_gated,0.7252,0.7311
kdd2010,0,42,dkt,no_graph,0.6148,0.6375
kdd2010,0,42,dkt,e_pre,0.5961,0.6276
kdd2010,0,42,dkt,e_pre_e_sim,0.6007,0.6054
kdd2010,0,42,dkt,full_lc_mrsg,0.6232,0.6313
kdd2010,0,42,dkt,relation_gated_1,0.6144,0.6459
kdd2010,0,42,dkt,relation_gated_2,0.614,0.627
kdd2010,0,42,dkt,val_selected_static,0.6148,0.6375
kdd2010,0,42,dkt,relation_gated,0.6144,0.6459
kdd2010,0,42,dkt,sparse_aware_relation_gated,0.6309,0.6502
kdd2010,0,2024,dkt,no_graph,0.6021,0.6369
kdd2010,0,2024,dkt,e_pre,0.6142,0.6384
kdd2010,0,2024,dkt,e_pre_e_sim,0.6015,0.6352
kdd2010,0,2024,dkt,full_lc_mrsg,0.5938,0.6272
kdd2010,0,2024,dkt,relation_gated_1,0.6207,0.6426
kdd2010,0,2024,dkt,relation_gated_2,0.577,0.6198
kdd2010,0,2024,dkt,val_selected_static,0.6142,0.6384
kdd2010,0,2024,dkt,relation_gated,0.6207,0.6426
kdd2010,0,2024,dkt,sparse_aware_relation_gated,0.6207,0.6426
kdd2010,0,3407,dkt,no_graph,0.6009,0.6079
kdd2010,0,3407,dkt,e_pre,0.6115,0.6406
kdd2010,0,3407,dkt,e_pre_e_sim,0.5914,0.6434
kdd2010,0,3407,dkt,full_lc_mrsg,0.6059,0.6341
kdd2010,0,3407,dkt,relation_gated_1,0.6136,0.6411
kdd2010,0,3407,dkt,relation_gated_2,0.5979,0.602
kdd2010,0,3407,dkt,val_selected_static,0.5914,0.6434
kdd2010,0,3407,dkt,relation_gated,0.5914,0.6434
kdd2010,0,3407,dkt,sparse_aware_relation_gated,0.5914,0.6434
kdd2010,0,42,simplekt,no_graph,0.6223,0.655
kdd2010,0,42,simplekt,e_pre,0.6135,0.6561
kdd2010,0,42,simplekt,e_pre_e_sim,0.6283,0.6678
kdd2010,0,42,simplekt,full_lc_mrsg,0.6115,0.6513
kdd2010,0,42,simplekt,relation_gated_1,0.6245,0.6667
kdd2010,0,42,simplekt,relation_gated_2,0.6167,0.658
kdd2010,0,42,simplekt,val_selected_static,0.6283,0.6678
kdd2010,0,42,simplekt,relation_gated,0.6283,0.6678
kdd2010,0,42,simplekt,sparse_aware_relation_gated,0.6283,0.6678
kdd2010,0,2024,simplekt,no_graph,0.6234,0.6532
kdd2010,0,2024,simplekt,e_pre,0.6064,0.6344
kdd2010,0,2024,simplekt,e_pre_e_sim,0.6255,0.6549
kdd2010,0,2024,simplekt,full_lc_mrsg,0.6246,0.6553
kdd2010,0,2024,simplekt,relation_gated_1,0.6204,0.653
kdd2010,0,2024,simplekt,relation_gated_2,0.6313,0.6411
kdd2010,0,2024,simplekt,val_selected_static,0.6246,0.6553
kdd2010,0,2024,simplekt,relation_gated,0.6246,0.6553
kdd2010,0,2024,simplekt,sparse_aware_relation_gated,0.6349,0.6764
kdd2010,0,3407,simplekt,no_graph,0.6238,0.634
kdd2010,0,3407,simplekt,e_pre,0.6339,0.6619
kdd2010,0,3407,simplekt,e_pre_e_sim,0.6277,0.6608
kdd2010,0,3407,simplekt,full_lc_mrsg,0.619,0.6323
kdd2010,0,3407,simplekt,relation_gated_1,0.6227,0.6637
kdd2010,0,3407,simplekt,relation_gated_2,0.6141,0.644
kdd2010,0,3407,simplekt,val_selected_static,0.6339,0.6619
kdd2010,0,3407,simplekt,relation_gated,0.6227,0.6637
kdd2010,0,3407,simplekt,sparse_aware_relation_gated,0.6227,0.6637
kdd2010,0,42,gikt,no_graph,0.5787,0.597
kdd2010,0,42,gikt,e_pre,0.5596,0.5874
kdd2010,0,42,gikt,e_pre_e_sim,0.5994,0.6103
kdd2010,0,42,gikt,full_lc_mrsg,0.5626,0.5845
kdd2010,0,42,gikt,relation_gated_1,0.6096,0.5918
kdd2010,0,42,gikt,relation_gated_2,0.5832,0.6017
kdd2010,0,42,gikt,val_selected_static,0.5994,0.6103
kdd2010,0,42,gikt,relation_gated,0.5994,0.6103
kdd2010,0,42,gikt,sparse_aware_relation_gated,0.618,0.6547
kdd2010,0,2024,gikt,no_graph,0.5895,0.5877
kdd2010,0,2024,gikt,e_pre,0.6143,0.635
kdd2010,0,2024,gikt,e_pre_e_sim,0.5727,0.6103
kdd2010,0,2024,gikt,full_lc_mrsg,0.6123,0.6089
kdd2010,0,2024,gikt,relation_gated_1,0.6163,0.6645
kdd2010,0,2024,gikt,relation_gated_2,0.5841,0.6018
kdd2010,0,2024,gikt,val_selected_static,0.6143,0.635
kdd2010,0,2024,gikt,relation_gated,0.6163,0.6645
kdd2010,0,2024,gikt,sparse_aware_relation_gated,0.6163,0.6645
kdd2010,0,3407,gikt,no_graph,0.5905,0.6094
kdd2010,0,3407,gikt,e_pre,0.6508,0.6684
kdd2010,0,3407,gikt,e_pre_e_sim,0.5773,0.5817
kdd2010,0,3407,gikt,full_lc_mrsg,0.6065,0.6402
kdd2010,0,3407,gikt,relation_gated_1,0.6437,0.668
kdd2010,0,3407,gikt,relation_gated_2,0.5908,0.6084
kdd2010,0,3407,gikt,val_selected_static,0.6508,0.6684
kdd2010,0,3407,gikt,relation_gated,0.6508,0.6684
kdd2010,0,3407,gikt,sparse_aware_relation_gated,0.6508,0.6684
kdd2010,0,42,skt,no_graph,0.5663,0.5947
kdd2010,0,42,skt,e_pre,0.5782,0.5954
kdd2010,0,42,skt,e_pre_e_sim,0.5773,0.591
kdd2010,0,42,skt,full_lc_mrsg,0.5807,0.6119
kdd2010,0,42,skt,relation_gated_1,0.5637,0.5683
kdd2010,0,42,skt,relation_gated_2,0.5651,0.6039
kdd2010,0,42,skt,val_selected_static,0.5807,0.6119
kdd2010,0,42,skt,relation_gated,0.5807,0.6119
kdd2010,0,42,skt,sparse_aware_relation_gated,0.5807,0.6119
kdd2010,0,2024,skt,no_graph,0.5826,0.5992
kdd2010,0,2024,skt,e_pre,0.5696,0.6034
kdd2010,0,2024,skt,e_pre_e_sim,0.5661,0.591
kdd2010,0,2024,skt,full_lc_mrsg,0.5775,0.5981
kdd2010,0,2024,skt,relation_gated_1,0.5631,0.5753
kdd2010,0,2024,skt,relation_gated_2,0.5802,0.6034
kdd2010,0,2024,skt,val_selected_static,0.5696,0.6034
kdd2010,0,2024,skt,relation_gated,0.5802,0.6034
kdd2010,0,2024,skt,sparse_aware_relation_gated,0.5685,0.6119
kdd2010,0,3407,skt,no_graph,0.5627,0.5827
kdd2010,0,3407,skt,e_pre,0.5908,0.6022
kdd2010,0,3407,skt,e_pre_e_sim,0.5648,0.5828
kdd2010,0,3407,skt,full_lc_mrsg,0.5733,0.6205
kdd2010,0,3407,skt,relation_gated_1,0.5907,0.593
kdd2010,0,3407,skt,relation_gated_2,0.5833,0.5912
kdd2010,0,3407,skt,val_selected_static,0.5733,0.6205
kdd2010,0,3407,skt,relation_gated,0.5733,0.6205
kdd2010,0,3407,skt,sparse_aware_relation_gated,0.5733,0.6205
kdd2010,1,42,bkt,no_graph,0.7209,0.7291
kdd2010,1,42,bkt,e_pre,0.7209,0.7291
kdd2010,1,42,bkt,e_pre_e_sim,0.7209,0.7297
kdd2010,1,42,bkt,full_lc_mrsg,0.7209,0.7291
kdd2010,1,42,bkt,relation_gated_1,0.7209,0.7291
kdd2010,1,42,bkt,relation_gated_2,0.7209,0.7297
kdd2010,1,42,bkt,val_selected_static,0.7209,0.7297
kdd2010,1,42,bkt,relation_gated,0.7209,0.7297
kdd2010,1,42,bkt,sparse_aware_relation_gated,0.7209,0.7291
kdd2010,1,2024,bkt,no_graph,0.7209,0.7291
kdd2010,1,2024,bkt,e_pre,0.7209,0.7291
kdd2010,1,2024,bkt,e_pre_e_sim,0.7209,0.7297
kdd2010,1,2024,bkt,full_lc_mrsg,0.7209,0.7291
kdd2010,1,2024,bkt,relation_gated_1,0.7209,0.7291
kdd2010,1,2024,bkt,relation_gated_2,0.7209,0.7297
kdd2010,1,2024,bkt,val_selected_static,0.7209,0.7297
kdd2010,1,2024,bkt,relation_gated,0.7209,0.7297
kdd2010,1,2024,bkt,sparse_aware_relation_gated,0.7209,0.7291
kdd2010,1,3407,bkt,no_graph,0.7209,0.7291
kdd2010,1,3407,bkt,e_pre,0.7209,0.7291
kdd2010,1,3407,bkt,e_pre_e_sim,0.7209,0.7297
kdd2010,1,3407,bkt,full_lc_mrsg,0.7209,0.7291
kdd2010,1,3407,bkt,relation_gated_1,0.7209,0.7291
kdd2010,1,3407,bkt,relation_gated_2,0.7209,0.7297
kdd2010,1,3407,bkt,val_selected_static,0.7209,0.7297
kdd2010,1,3407,bkt,relation_gated,0.7209,0.7297
kdd2010,1,3407,bkt,sparse_aware_relation_gated,0.7209,0.7291
kdd2010,1,42,dkt,no_graph,0.5964,0.6154
kdd2010,1,42,dkt,e_pre,0.6055,0.6132
kdd2010,1,42,dkt,e_pre_e_sim,0.617,0.603
kdd2010,1,42,dkt,full_lc_mrsg,0.6309,0.6269
kdd2010,1,42,dkt,relation_gated_1,0.6021,0.6036
kdd2010,1,42,dkt,relation_gated_2,0.6117,0.604
kdd2010,1,42,dkt,val_selected_static,0.6309,0.6269
kdd2010,1,42,dkt,relation_gated,0.6309,0.6269
kdd2010,1,42,dkt,sparse_aware_relation_gated,0.6309,0.6269
kdd2010,1,2024,dkt,no_graph,0.6002,0.6102
kdd2010,1,2024,dkt,e_pre,0.6118,0.5905
kdd2010,1,2024,dkt,e_pre_e_sim,0.6066,0.6138
kdd2010,1,2024,dkt,full_lc_mrsg,0.5889,0.6013
kdd2010,1,2024,dkt,relation_gated_1,0.6203,0.6141
kdd2010,1,2024,dkt,relation_gated_2,0.6042,0.6227
kdd2010,1,2024,dkt,val_selected_static,0.6066,0.6138
kdd2010,1,2024,dkt,relation_gated,0.6042,0.6227
kdd2010,1,2024,dkt,sparse_aware_relation_gated,0.6256,0.636
kdd2010,1,3407,dkt,no_graph,0.6191,0.6189
kdd2010,1,3407,dkt,e_pre,0.5822,0.5864
kdd2010,1,3407,dkt,e_pre_e_sim,0.5996,0.6145
kdd2010,1,3407,dkt,full_lc_mrsg,0.6024,0.6093
kdd2010,1,3407,dkt,relation_gated_1,0.5911,0.5879
kdd2010,1,3407,dkt,relation_gated_2,0.609,0.622
kdd2010,1,3407,dkt,val_selected_static,0.6191,0.6189
kdd2010,1,3407,dkt,relation_gated,0.609,0.622
kdd2010,1,3407,dkt,sparse_aware_relation_gated,0.6147,0.6259
kdd2010,1,42,simplekt,no_graph,0.6156,0.6335
kdd2010,1,42,simplekt,e_pre,0.6342,0.6274
kdd2010,1,42,simplekt,e_pre_e_sim,0.6265,0.6221
kdd2010,1,42,simplekt,full_lc_mrsg,0.6155,0.6153
kdd2010,1,42,simplekt,relation_gated_1,0.629,0.6338
kdd2010,1,42,simplekt,relation_gated_2,0.6305,0.6408
kdd2010,1,42,simplekt,val_selected_static,0.6156,0.6335
kdd2010,1,42,simplekt,relation_gated,0.6305,0.6408
kdd2010,1,42,simplekt,sparse_aware_relation_gated,0.6206,0.6469
kdd2010,1,2024,simplekt,no_graph,0.6224,0.6284
kdd2010,1,2024,simplekt,e_pre,0.6318,0.6298
kdd2010,1,2024,simplekt,e_pre_e_sim,0.6349,0.6407
