dataset,fold,seed,backbone,candidate,test_auc,valid_auc
kdd2010,1,2024,simplekt,full_lc_mrsg,0.6353,0.6558
kdd2010,1,2024,simplekt,relation_gated_1,0.6423,0.644
kdd2010,1,2024,simplekt,relation_gated_2,0.6511,0.6526
kdd2010,1,2024,simplekt,val_selected_static,0.6353,0.6558
kdd2010,1,2024,simplekt,relation_gated,0.6353,0.6558
kdd2010,1,2024,simplekt,sparse_aware_relation_gated,0.6353,0.6558
kdd2010,1,3407,simplekt,no_graph,0.6315,0.61
kdd2010,1,3407,simplekt,e_pre,0.6185,0.6145
kdd2010,1,3407,simplekt,e_pre_e_sim,0.6184,0.6275
kdd2010,1,3407,simplekt,full_lc_mrsg,0.6274,0.6301
kdd2010,1,3407,simplekt,relation_gated_1,0.617,0.6246
kdd2010,1,3407,simplekt,relation_gated_2,0.609,0.6184
kdd2010,1,3407,simplekt,val_selected_static,0.6274,0.6301
kdd2010,1,3407,simplekt,relation_gated,0.6274,0.6301
kdd2010,1,3407,simplekt,sparse_aware_relation_gated,0.6394,0.6537
kdd2010,1,42,gikt,no_graph,0.6423,0.6668
kdd2010,1,42,gikt,e_pre,0.6246,0.6144
kdd2010,1,42,gikt,e_pre_e_sim,0.5612,0.5665
kdd2010,1,42,gikt,full_lc_mrsg,0.6379,0.6264
kdd2010,1,42,gikt,relation_gated_1,0.6658,0.673
kdd2010,1,42,gikt,relation_gated_2,0.5964,0.6106
kdd2010,1,42,gikt,val_selected_static,0.6423,0.6668
kdd2010,1,42,gikt,relation_gated,0.6658,0.673
kdd2010,1,42,gikt,sparse_aware_relation_gated,0.6658,0.673
kdd2010,1,2024,gikt,no_graph,0.618,0.6006
kdd2010,1,2024,gikt,e_pre,0.5969,0.5895
kdd2010,1,2024,gikt,e_pre_e_sim,0.5809,0.5952
kdd2010,1,2024,gikt,full_lc_mrsg,0.5796,0.5744
kdd2010,1,2024,gikt,relation_gated_1,0.6365,0.6318
kdd2010,1,2024,gikt,relation_gated_2,0.6164,0.6266
kdd2010,1,2024,gikt,val_selected_static,0.618,0.6006
kdd2010,1,2024,gikt,relation_gated,0.6365,0.6318
kdd2010,1,2024,gikt,sparse_aware_relation_gated,0.6365,0.6318
kdd2010,1,3407,gikt,no_graph,0.6349,0.622
kdd2010,1,3407,gikt,e_pre,0.5885,0.5613
kdd2010,1,3407,gikt,e_pre_e_sim,0.6256,0.6208
kdd2010,1,3407,gikt,full_lc_mrsg,0.6091,0.6074
kdd2010,1,3407,gikt,relation_gated_1,0.5784,0.5805
kdd2010,1,3407,gikt,relation_gated_2,0.5843,0.5573
kdd2010,1,3407,gikt,val_selected_static,0.6349,0.622
kdd2010,1,3407,gikt,relation_gated,0.6349,0.622
kdd2010,1,3407,gikt,sparse_aware_relation_gated,0.6152,0.636
kdd2010,1,42,skt,no_graph,0.5736,0.5799
kdd2010,1,42,skt,e_pre,0.5889,0.5827
kdd2010,1,42,skt,e_pre_e_sim,0.5818,0.5678
kdd2010,1,42,skt,full_lc_mrsg,0.5876,0.5643
kdd2010,1,42,skt,relation_gated_1,0.5844,0.59
kdd2010,1,42,skt,relation_gated_2,0.5855,0.5901
kdd2010,1,42,skt,val_selected_static,0.5889,0.5827
kdd2010,1,42,skt,relation_gated,0.5855,0.5901
kdd2010,1,42,skt,sparse_aware_relation_gated,0.5844,0.59
kdd2010,1,2024,skt,no_graph,0.5903,0.6029
kdd2010,1,2024,skt,e_pre,0.6088,0.6102
kdd2010,1,2024,skt,e_pre_e_sim,0.5818,0.5895
kdd2010,1,2024,skt,full_lc_mrsg,0.5455,0.5611
kdd2010,1,2024,skt,relation_gated_1,0.5695,0.565
kdd2010,1,2024,skt,relation_gated_2,0.5646,0.5637
kdd2010,1,2024,skt,val_selected_static,0.6088,0.6102
kdd2010,1,2024,skt,relation_gated,0.6088,0.6102
kdd2010,1,2024,skt,sparse_aware_relation_gated,0.5949,0.6118
kdd2010,1,3407,skt,no_graph,0.544,0.5548
kdd2010,1,3407,skt,e_pre,0.5746,0.5856
kdd2010,1,3407,skt,e_pre_e_sim,0.5813,0.5806
kdd2010,1,3407,skt,full_lc_mrsg,0.5649,0.5822
kdd2010,1,3407,skt,relation_gated_1,0.588,0.5715
kdd2010,1,3407,skt,relation_gated_2,0.5858,0.5944
kdd2010,1,3407,skt,val_selected_static,0.5746,0.5856
kdd2010,1,3407,skt,relation_gated,0.5858,0.5944
kdd2010,1,3407,skt,sparse_aware_relation_gated,0.5858,0.5944
kdd2010,2,42,bkt,no_graph,0.7367,0.7141
kdd2010,2,42,bkt,e_pre,0.7367,0.7141
kdd2010,2,42,bkt,e_pre_e_sim,0.7371,0.7147
kdd2010,2,42,bkt,full_lc_mrsg,0.7367,0.7141
kdd2010,2,42,bkt,relation_gated_1,0.7367,0.7141
kdd2010,2,42,bkt,relation_gated_2,0.7371,0.7147
kdd2010,2,42,bkt,val_selected_static,0.7371,0.7147
kdd2010,2,42,bkt,relation_gated,0.7371,0.7147
kdd2010,2,42,bkt,sparse_aware_relation_gated,0.7371,0.7141
kdd2010,2,2024,bkt,no_graph,0.7367,0.7141
kdd2010,2,2024,bkt,e_pre,0.7367,0.7141
kdd2010,2,2024,bkt,e_pre_e_sim,0.7371,0.7147
kdd2010,2,2024,bkt,full_lc_mrsg,0.7367,0.7141
kdd2010,2,2024,bkt,relation_gated_1,0.7367,0.7141
kdd2010,2,2024,bkt,relation_gated_2,0.7371,0.7147
kdd2010,2,2024,bkt,val_selected_static,0.7371,0.7147
kdd2010,2,2024,bkt,relation_gated,0.7371,0.7147
kdd2010,2,2024,bkt,sparse_aware_relation_gated,0.7371,0.7141
kdd2010,2,3407,bkt,no_graph,0.7367,0.7141
kdd2010,2,3407,bkt,e_pre,0.7367,0.7141
kdd2010,2,3407,bkt,e_pre_e_sim,0.7371,0.7147
kdd2010,2,3407,bkt,full_lc_mrsg,0.7367,0.7141
kdd2010,2,3407,bkt,relation_gated_1,0.7367,0.7141
kdd2010,2,3407,bkt,relation_gated_2,0.7371,0.7147
kdd2010,2,3407,bkt,val_selected_static,0.7371,0.7147
kdd2010,2,3407,bkt,relation_gated,0.7371,0.7147
kdd2010,2,3407,bkt,sparse_aware_relation_gated,0.7371,0.7141
kdd2010,2,42,dkt,no_graph,0.6197,0.6251
kdd2010,2,42,dkt,e_pre,0.6291,0.6215
kdd2010,2,42,dkt,e_pre_e_sim,0.6269,0.6193
kdd2010,2,42,dkt,full_lc_mrsg,0.6472,0.6491
kdd2010,2,42,dkt,relation_gated_1,0.6375,0.6349
kdd2010,2,42,dkt,relation_gated_2,0.6229,0.6276
kdd2010,2,42,dkt,val_selected_static,0.6472,0.6491
kdd2010,2,42,dkt,relation_gated,0.6472,0.6491
kdd2010,2,42,dkt,sparse_aware_relation_gated,0.6472,0.6491
kdd2010,2,2024,dkt,no_graph,0.6324,0.6285
kdd2010,2,2024,dkt,e_pre,0.618,0.6031
kdd2010,2,2024,dkt,e_pre_e_sim,0.6412,0.6308
kdd2010,2,2024,dkt,full_lc_mrsg,0.5966,0.5985
kdd2010,2,2024,dkt,relation_gated_1,0.6254,0.6268
kdd2010,2,2024,dkt,relation_gated_2,0.625,0.6308
kdd2010,2,2024,dkt,val_selected_static,0.6412,0.6308
kdd2010,2,2024,dkt,relation_gated,0.625,0.6308
kdd2010,2,2024,dkt,sparse_aware_relation_gated,0.6114,0.6341
kdd2010,2,3407,dkt,no_graph,0.6022,0.6165
kdd2010,2,3407,dkt,e_pre,0.6254,0.6329
kdd2010,2,3407,dkt,e_pre_e_sim,0.6224,0.6201
kdd2010,2,3407,dkt,full_lc_mrsg,0.6329,0.6257
kdd2010,2,3407,dkt,relation_gated_1,0.6266,0.6278
kdd2010,2,3407,dkt,relation_gated_2,0.6085,0.6034
kdd2010,2,3407,dkt,val_selected_static,0.6254,0.6329
kdd2010,2,3407,dkt,relation_gated,0.6254,0.6329
kdd2010,2,3407,dkt,sparse_aware_relation_gated,0.6363,0.6344
kdd2010,2,42,simplekt,no_graph,0.6393,0.6476
kdd2010,2,42,simplekt,e_pre,0.6384,0.6317
kdd2010,2,42,simplekt,e_pre_e_sim,0.6369,0.6481
kdd2010,2,42,simplekt,full_lc_mrsg,0.6373,0.6354
kdd2010,2,42,simplekt,relation_gated_1,0.6399,0.648
kdd2010,2,42,simplekt,relation_gated_2,0.6595,0.6554
kdd2010,2,42,simplekt,val_selected_static,0.6369,0.6481
kdd2010,2,42,simplekt,relation_gated,0.6595,0.6554
kdd2010,2,42,simplekt,sparse_aware_relation_gated,0.65,0.6596
kdd2010,2,2024,simplekt,no_graph,0.6487,0.6344
kdd2010,2,2024,simplekt,e_pre,0.638,0.6475
kdd2010,2,2024,simplekt,e_pre_e_sim,0.636,0.6412
kdd2010,2,2024,simplekt,full_lc_mrsg,0.652,0.6566
kdd2010,2,2024,simplekt,relation_gated_1,0.6465,0.6521
kdd2010,2,2024,simplekt,relation_gated_2,0.6505,0.6497
kdd2010,2,2024,simplekt,val_selected_static,0.652,0.6566
kdd2010,2,2024,simplekt,relation_gated,0.652,0.6566
kdd2010,2,2024,simplekt,sparse_aware_relation_gated,0.652,0.6566
kdd2010,2,3407,simplekt,no_graph,0.6538,0.6417
kdd2010,2,3407,simplekt,e_pre,0.6308,0.6352
kdd2010,2,3407,simplekt,e_pre_e_sim,0.6592,0.6458
kdd2010,2,3407,simplekt,full_lc_mrsg,0.6462,0.6578
kdd2010,2,3407,simplekt,relation_gated_1,0.6517,0.639
kdd2010,2,3407,simplekt,relation_gated_2,0.6384,0.6408
kdd2010,2,3407,simplekt,val_selected_static,0.6462,0.6578
kdd2010,2,3407,simplekt,relation_gated,0.6462,0.6578
kdd2010,2,3407,simplekt,sparse_aware_relation_gated,0.6462,0.6578
kdd2010,2,42,gikt,no_graph,0.6089,0.6285
kdd2010,2,42,gikt,e_pre,0.6429,0.6249
kdd2010,2,42,gikt,e_pre_e_sim,0.614,0.6119
kdd2010,2,42,gikt,full_lc_mrsg,0.6039,0.6126
kdd2010,2,42,gikt,relation_gated_1,0.6203,0.6135
kdd2010,2,42,gikt,relation_gated_2,0.6414,0.6476
kdd2010,2,42,gikt,val_selected_static,0.6089,0.6285
kdd2010,2,42,gikt,relation_gated,0.6414,0.6476
kdd2010,2,42,gikt,sparse_aware_relation_gated,0.6414,0.6476
kdd2010,2,2024,gikt,no_graph,0.6492,0.6382
kdd2010,2,2024,gikt,e_pre,0.6444,0.648
kdd2010,2,2024,gikt,e_pre_e_sim,0.6359,0.6454
kdd2010,2,2024,gikt,full_lc_mrsg,0.6607,0.6679
kdd2010,2,2024,gikt,relation_gated_1,0.6316,0.6369
kdd2010,2,2024,gikt,relation_gated_2,0.6117,0.6198
kdd2010,2,2024,gikt,val_selected_static,0.6607,0.6679
kdd2010,2,2024,gikt,relation_gated,0.6607,0.6679
kdd2010,2,2024,gikt,sparse_aware_relation_gated,0.6607,0.6679
kdd2010,2,3407,gikt,no_graph,0.654,0.6571
kdd2010,2,3407,gikt,e_pre,0.6091,0.6003
kdd2010,2,3407,gikt,e_pre_e_sim,0.6247,0.6239
kdd2010,2,3407,gikt,full_lc_mrsg,0.6091,0.632
kdd2010,2,3407,gikt,relation_gated_1,0.6412,0.6476
kdd2010,2,3407,gikt,relation_gated_2,0.5985,0.6084
kdd2010,2,3407,gikt,val_selected_static,0.654,0.6571
kdd2010,2,3407,gikt,relation_gated,0.654,0.6571
kdd2010,2,3407,gikt,sparse_aware_relation_gated,0.6641,0.6593
kdd2010,2,42,skt,no_graph,0.6051,0.6079
kdd2010,2,42,skt,e_pre,0.5945,0.5868
kdd2010,2,42,skt,e_pre_e_sim,0.6134,0.6182
kdd2010,2,42,skt,full_lc_mrsg,0.5888,0.5695
kdd2010,2,42,skt,relation_gated_1,0.5774,0.5907
kdd2010,2,42,skt,relation_gated_2,0.5793,0.5893
kdd2010,2,42,skt,val_selected_static,0.6134,0.6182
kdd2010,2,42,skt,relation_gated,0.6134,0.6182
kdd2010,2,42,skt,sparse_aware_relation_gated,0.6217,0.6237
kdd2010,2,2024,skt,no_graph,0.5969,0.5907
kdd2010,2,2024,skt,e_pre,0.6146,0.6077
kdd2010,2,2024,skt,e_pre_e_sim,0.6059,0.6104
kdd2010,2,2024,skt,full_lc_mrsg,0.5975,0.5917
kdd2010,2,2024,skt,relation_gated_1,0.6164,0.6071
kdd2010,2,2024,skt,relation_gated_2,0.5962,0.6002
kdd2010,2,2024,skt,val_selected_static,0.6059,0.6104
kdd2010,2,2024,skt,relation_gated,0.6059,0.6104
kdd2010,2,2024,skt,sparse_aware_relation_gated,0.6084,0.6284
kdd2010,2,3407,skt,no_graph,0.6058,0.6096
kdd2010,2,3407,skt,e_pre,0.6126,0.5971
kdd2010,2,3407,skt,e_pre_e_sim,0.5739,0.5851
kdd2010,2,3407,skt,full_lc_mrsg,0.5981,0.6123
kdd2010,2,3407,skt,relation_gated_1,0.5761,0.6002
kdd2010,2,3407,skt,relation_gated_2,0.6006,0.6072
kdd2010,2,3407,skt,val_selected_static,0.5981,0.6123
kdd2010,2,3407,skt,relation_gated,0.5981,0.6123
kdd2010,2,3407,skt,sparse_aware_relation_gated,0.6079,0.6243
