epoch,train_loss,valid_auc,valid_nll
1,0.5979,0.6589,0.5872
2,0.5865,0.6645,0.5847
3,0.5849,0.666,0.5838
4,0.5843,0.6657,0.5836
5,0.5838,0.6666,0.5832
6,0.5835,0.6675,0.5826
7,0.5831,0.6675,0.5826
8,0.5828,0.6673,0.5828
9,0.5826,0.667,0.583
10,0.5825,0.667,0.583
11,0.5824,0.6674,0.5829
12,0.5822,0.6676,0.5828
13,0.5819,0.6674,0.583
14,0.5819,0.6674,0.5828
15,0.5817,0.6674,0.5829
16,0.5817,0.6671,0.583
