epoch,train_loss,valid_auc,valid_nll
1,0.6284,0.6031,0.602
2,0.601,0.6071,0.5944
3,0.5905,0.619,0.5914
4,0.5834,0.6249,0.5912
5,0.5761,0.6243,0.5938
6,0.57,0.6221,0.6018
7,0.5675,0.6173,0.6058
8,0.5657,0.6151,0.6019
9,0.5611,0.613,0.6045
10,0.5561,0.6114,0.6082
11,0.5509,0.6095,0.6138
12,0.5481,0.6084,0.6172
13,0.5461,0.6017,0.6177
14,0.5424,0.6057,0.6195
