epoch,train_loss,valid_auc,valid_nll
1,0.6278,0.5953,0.6048
2,0.6004,0.6117,0.5915
3,0.5903,0.6175,0.5913
4,0.5832,0.6217,0.5922
5,0.5764,0.6226,0.5959
6,0.5712,0.6171,0.6059
7,0.5704,0.6127,0.6013
8,0.566,0.6124,0.6034
9,0.5594,0.6114,0.6046
10,0.5544,0.6093,0.615
11,0.5536,0.6061,0.6129
12,0.5495,0.6049,0.614
13,0.5457,0.6046,0.6163
14,0.5436,0.5996,0.6265
15,0.5432,0.5982,0.6273
