epoch,train_loss,valid_auc,valid_nll
1,0.6339,0.6003,0.6051
2,0.6023,0.6081,0.6065
3,0.5912,0.6229,0.5954
4,0.5796,0.6265,0.5936
5,0.5713,0.6258,0.5963
6,0.5655,0.619,0.6009
7,0.5604,0.6116,0.6068
8,0.5568,0.6054,0.6161
9,0.556,0.6063,0.6239
10,0.5572,0.6004,0.6286
11,0.5567,0.5944,0.6316
12,0.5536,0.6022,0.626
13,0.5487,0.6027,0.6246
14,0.5448,0.6006,0.6285
