epoch,train_loss,valid_auc,valid_nll
1,0.6298,0.5943,0.6094
2,0.604,0.6098,0.5963
3,0.5934,0.6145,0.5961
4,0.5872,0.6158,0.5975
5,0.5808,0.6207,0.5979
6,0.5739,0.6187,0.602
7,0.5686,0.6153,0.6059
8,0.5651,0.6097,0.6099
9,0.563,0.6078,0.6094
10,0.5588,0.6096,0.6118
11,0.5554,0.6049,0.6179
12,0.5526,0.605,0.6222
13,0.5516,0.601,0.6218
14,0.547,0.6018,0.6249
15,0.5446,0.6015,0.6268
