epoch,train_loss,valid_auc,valid_nll
1,0.6306,0.5989,0.6095
2,0.6053,0.6064,0.5976
3,0.5944,0.6118,0.597
4,0.5878,0.6159,0.597
5,0.5808,0.6199,0.5979
6,0.5741,0.6176,0.6043
7,0.5702,0.613,0.6095
8,0.5683,0.6091,0.6061
9,0.5628,0.6088,0.6103
10,0.5586,0.6062,0.6137
11,0.5546,0.6039,0.6197
12,0.5518,0.6031,0.618
13,0.5478,0.6011,0.6202
14,0.5442,0.5993,0.6244
15,0.542,0.6001,0.6298
