epoch,train_loss,valid_auc,valid_nll
1,0.6331,0.5993,0.607
2,0.603,0.6124,0.5961
3,0.5935,0.6141,0.5969
4,0.5876,0.6169,0.5971
5,0.5801,0.6195,0.5997
6,0.5741,0.6148,0.604
7,0.5696,0.6093,0.6182
8,0.5696,0.6075,0.6079
9,0.5652,0.6109,0.6069
10,0.5592,0.6111,0.6096
11,0.5545,0.6047,0.6199
12,0.5529,0.6043,0.6235
13,0.5521,0.6018,0.62
14,0.5489,0.603,0.622
15,0.5455,0.602,0.6254
