epoch,train_loss,valid_auc,valid_nll
1,0.6301,0.5966,0.6082
2,0.6031,0.6113,0.5961
3,0.5921,0.6173,0.5954
4,0.5852,0.618,0.5981
5,0.5785,0.6167,0.6021
6,0.5737,0.612,0.6086
7,0.5713,0.6097,0.6049
8,0.5663,0.6097,0.6078
9,0.5609,0.6094,0.6102
10,0.5565,0.6053,0.6192
11,0.5555,0.6053,0.6176
12,0.5524,0.6029,0.619
13,0.5482,0.6045,0.621
14,0.545,0.6016,0.6274
