epoch,train_loss,valid_auc,valid_nll
1,0.6327,0.5995,0.6068
2,0.6032,0.611,0.5966
3,0.5938,0.6128,0.5975
4,0.5882,0.6125,0.5989
5,0.5815,0.6154,0.6
6,0.5751,0.6153,0.6033
7,0.5692,0.6088,0.607
8,0.5645,0.6032,0.6199
9,0.5643,0.5982,0.6195
10,0.5642,0.5962,0.6155
11,0.5606,0.6004,0.615
12,0.5558,0.5984,0.6174
13,0.5517,0.5936,0.6301
14,0.5517,0.5944,0.6262
15,0.5481,0.5939,0.6248
