epoch,train_loss,valid_auc,valid_nll
1,0.6312,0.6001,0.6078
2,0.6046,0.6071,0.5976
3,0.5938,0.6126,0.5968
4,0.5868,0.6171,0.597
5,0.5798,0.6184,0.5999
6,0.5738,0.6171,0.6019
7,0.569,0.6117,0.6102
8,0.566,0.6096,0.61
9,0.5633,0.6067,0.6101
10,0.5591,0.6082,0.6134
11,0.5559,0.6031,0.6181
12,0.552,0.6008,0.6245
13,0.5493,0.6013,0.6224
14,0.5457,0.6016,0.6239
15,0.5434,0.6017,0.628
