epoch,train_loss,valid_auc,valid_nll
1,0.63,0.5964,0.6083
2,0.6031,0.6111,0.5961
3,0.5923,0.616,0.5957
4,0.5857,0.6179,0.5971
5,0.5791,0.6169,0.6009
6,0.5731,0.6144,0.6067
7,0.5692,0.6095,0.6096
8,0.567,0.6046,0.609
9,0.5627,0.6066,0.6115
10,0.5584,0.6033,0.6163
11,0.555,0.6006,0.623
12,0.5531,0.6027,0.6199
13,0.5497,0.5993,0.6224
14,0.5466,0.6012,0.6249
